Name|Neighborhood|Address|Date of Search
Breath of Life|Mission Valley|MISSION VALLEY, CA|07-11-2017
Special Delivery - Mission Valley|Mission Valley|MISSION VALLEY, CA|07-11-2017
TigerLily Bakes (3)|Mission Valley|MISSION VALLEY, CA|07-11-2017
Fast and Friendly - (Open Late) - Mission Valley|Mission Valley|SAN DIEGO, CA|07-11-2017
Okun THC|Mission Valley|MISSION VALLEY, CA|07-11-2017
Weedfellas|Mission Valley|MISSION VALLEY, CA|07-11-2017
Quality Delivery|Mission Valley|SAN DIEGO, CA|07-11-2017
Green Car Delivery|Mission Valley|MISSION VALLEY, CA|07-11-2017
Cali Kush House - Mission Valley|Mission Valley|MISSION VALLEY, CA|07-11-2017
Alpha Medic, Inc. - Mission Valley|Mission Valley|SAN DIEGO, CA|07-11-2017
The People's Medicine|Mission Valley|SAN DIEGO, CA|07-11-2017
Super Buds|Mission Valley|LA MESA, CA|07-11-2017
Pretty Dank|Mission Valley|MISSION VALLEY, CA|07-11-2017
Releaf Delivery|Mission Valley|SAN DIEGO, CA|07-11-2017
Budzilla|Mission Valley|SOLANA BEACH, CA|07-11-2017
Flash Buds|Mission Valley|MISSION VALLEY, CA|07-11-2017
Fast Grass|Mission Valley|SAN DIEGO, CA|07-11-2017
Freedom Farmers|Mission Valley|SAN DIEGO, CA|07-11-2017
Kings Kannabis|Mission Valley|MISSION VALLEY, CA|07-11-2017
Purple Dragon Delivery - Central San Diego|Mission Valley|CENTRAL SAN DIEGO, CA|07-11-2017
Rural Meds|Mission Valley|SAN DIEGO, CA|07-11-2017
Drop Weed|Mission Valley|MISSION VALLEY, CA|07-11-2017
Timely Holistic Care|Mission Valley|SAN DIEGO, CA|07-11-2017
Budee|Mission Valley|MISSION VALLEY, CA|07-11-2017
House of Ounce|Mission Valley|SAN DIEGO, CA|07-11-2017
Cali Coastal Collective - Mission Valley|Mission Valley|SAN DIEGO, CA|07-11-2017
Sleep EZ Delivery|Mission Valley|MISSION VALLEY, CA|07-11-2017
Budzilla|Mission Valley|MISSION VALLEY, CA|07-11-2017
Greener Solutions|Mission Valley|SAN DIEGO, CA|07-11-2017
Fast Grass|Mission Valley|SAN DIEGO, CA|07-11-2017
Tree of Life|Mission Valley|MISSION VALLEY, CA|07-11-2017
Balboa Ave Cooperative " Formerly Medicine Machine"|Mission Valley|SAN DIEGO, CA|07-11-2017
San Diego Fire|Mission Valley|MISSION VALLEY, CA|07-11-2017
Zoinks!|Mission Valley|MISSION VALLEY, CA|07-11-2017
Green Smilez Delivery|Mission Valley|SAN DIEGO, CA|07-11-2017
The Herbal Express|Mission Valley|MISSION VALLEY, CA|07-11-2017
Air Express Delivery|Mission Valley|MISSION VALLEY, CA|07-11-2017
SAZC|Mission Valley|MISSION VALLEY, CA|07-11-2017
BayFront Organics|Mission Valley|MISSION VALLEY, CA|07-11-2017
Dharma Delivery|Mission Valley|MISSION VALLEY, CA|07-11-2017
Stoney Overnight Delivery - Mission Valley|Mission Valley|MISSION VALLEY, CA|07-11-2017
Alpha Medic, Inc - Lemon Grove / Spring Valley|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Weedbertos|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Crown Collective - Lemon Grove - Spring Valley|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - Lemon Grove/Spring Valley|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Purple Dragon Delivery - South East SD|Lemon Grove/Spring Valley|SPRING VALLEY, CA|07-11-2017
House Of Dank|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Bud And Mary's|Lemon Grove/Spring Valley|LEMON GROVE/SPRING VALLEY, CA|07-11-2017
Balboa Ave Cooperative|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Harmony Remedies - Lemon Grove|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Strictly Humboldt|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Lucie 41|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Paradise Greens Collective|Lemon Grove/Spring Valley|SPRING VALLEY, CA|07-11-2017
Green Lotus|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
A Friend Indeed|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Plug'D In|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Pretty Dank|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
M Delivers - Lemon Grove/Spring Valley|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Local Grown San Diego|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
M Delivers - Lemon Grove/Spring Valley|Lemon Grove/Spring Valley|LEMON GROVE/SPRING VALLEY, CA|07-11-2017
San Diego Cannabis Club|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
MyStache|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Rural Meds|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
MEDS ON THE GO|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
chive hospitality services|Lemon Grove/Spring Valley|SPRING VALLEY, CA|07-11-2017
Budee|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Budee|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Budee|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Zoinks!|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
House of Ounce|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Stoney Overnight Delivery - Lemon Grove / Spring Valley|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Alpha Medic, Inc - Lemon Grove / Spring Valley|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Weedbertos|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Crown Collective - Lemon Grove - Spring Valley|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - Lemon Grove/Spring Valley|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Purple Dragon Delivery - South East SD|Lemon Grove/Spring Valley|SPRING VALLEY, CA|07-11-2017
House Of Dank|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Bud And Mary's|Lemon Grove/Spring Valley|LEMON GROVE/SPRING VALLEY, CA|07-11-2017
Balboa Ave Cooperative|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Harmony Remedies - Lemon Grove|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Strictly Humboldt|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Lucie 41|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Paradise Greens Collective|Lemon Grove/Spring Valley|SPRING VALLEY, CA|07-11-2017
Green Lotus|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
A Friend Indeed|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Plug'D In|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Pretty Dank|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
M Delivers - Lemon Grove/Spring Valley|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Local Grown San Diego|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
M Delivers - Lemon Grove/Spring Valley|Lemon Grove/Spring Valley|LEMON GROVE/SPRING VALLEY, CA|07-11-2017
San Diego Cannabis Club|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
MyStache|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Rural Meds|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
MEDS ON THE GO|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
chive hospitality services|Lemon Grove/Spring Valley|SPRING VALLEY, CA|07-11-2017
Budee|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Budee|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Budee|Lemon Grove/Spring Valley|SAN DIEGO, CA|07-11-2017
Zoinks!|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
House of Ounce|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
Stoney Overnight Delivery - Lemon Grove / Spring Valley|Lemon Grove/Spring Valley|LEMON GROVE, CA|07-11-2017
M Delivers - La Mesa|La Mesa|SAN DIEGO, CA|07-11-2017
Luckys Health Group Delivery|La Mesa|LA MESA, CA|07-11-2017
Happy Greens|La Mesa|SAN DIEGO, CA|07-11-2017
Point Loma Patient Consumer Co-Op - Qualcomm|La Mesa|SAN DIEGO, CA|07-11-2017
PLATINUM RX EXPRESS|La Mesa|LA MESA, CA|07-11-2017
A Friend Indeed|La Mesa|SAN DIEGO, CA|07-11-2017
True Meds Delivery Incorporated|La Mesa|SAN DIEGO, CA|07-11-2017
Triple Crown Delivery|La Mesa|SAN DIEGO, CA|07-11-2017
Cali Kush House- La Mesa|La Mesa|LA MESA, CA|07-11-2017
Zoinks!|La Mesa|LA MESA, CA|07-11-2017
COLLECTIVE SOUL|La Mesa|SAN DIEGO, CALIFORNIA|07-11-2017
7 by 7|La Mesa|SAN DIEGO, CA.|07-11-2017
Black Dabbath|La Mesa|LA MESA, CA|07-11-2017
Lucie 41|La Mesa|LA MESA, CA|07-11-2017
San Diego Cannabis Club|La Mesa|SAN DIEGO, CA|07-11-2017
Quality Delivery - East|La Mesa|SAN DIEGO, CA|07-11-2017
The People's Medicine|La Mesa|SAN DIEGO, CA|07-11-2017
House Of Dank|La Mesa|LA MESA, CA|07-11-2017
A Friend Indeed|La Mesa|SAN DIEGO, CA|07-11-2017
Tree House Collective|La Mesa|LA MESA, CA|07-11-2017
Alpha Medic, Inc. - La Mesa|La Mesa|SAN DIEGO, CA|07-11-2017
GC Petals (2)|La Mesa|SAN DIEGO, CA|07-11-2017
Freedom Farmers|La Mesa|SAN DIEGO, CA|07-11-2017
Releaf Delivery|La Mesa|SAN DIEGO, CA|07-11-2017
Pleasant Plants|La Mesa|SAN DIEGO, CA|07-11-2017
Pretty Dank|La Mesa|LA MESA, CA|07-11-2017
San Diego Organics|La Mesa|SAN DIEGO, CA|07-11-2017
CHRON DON II|La Mesa|LA MESA, CA|07-11-2017
Kings Kannabis|La Mesa|LA MESA, CA|07-11-2017
Lucky Shamrock|La Mesa|LA MESA, CA|07-11-2017
Dabs on Dan|La Mesa|LA MESA, CA|07-11-2017
Gold Leaf Meds Delivery|La Mesa|SAN DIEGO, CA|07-11-2017
Pretty Dank|La Mesa|COLLEGE AREA, CA|07-11-2017
Fast Grass|La Mesa|SAN DIEGO, CA|07-11-2017
Green Smilez Delivery|La Mesa|LA MESA, CA|07-11-2017
Budzilla|La Mesa|LA MESA, CA|07-11-2017
Fast Grass|La Mesa|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - La Mesa|La Mesa|SAN DIEGO, CA|07-11-2017
Affordable Ounces & More|La Mesa|LA MESA, CA|07-11-2017
Healthcare Alternatives|La Mesa|SAN DIEGO, CA|07-11-2017
FreshBudsExpress|La Mesa|SAN DIEGO, CA|07-11-2017
Flash Buds - La Mesa|La Mesa|LA MESA, CA|07-11-2017
Weedbertos|La Mesa|SAN DIEGO, CA|07-11-2017
Budee|La Mesa|LA MESA, CA|07-11-2017
The Herbal Express|La Mesa|COLLEGE AREA (SDSU), CA|07-11-2017
Fresh SD|La Mesa|SAN DIEGO, CA|07-11-2017
Budzilla|La Mesa|LA MESA, CA|07-11-2017
Zoinks!|La Mesa|LA MESA, CA|07-11-2017
Zoinks!|La Mesa|LA MESA, CA|07-11-2017
FreshBudsExpress|La Mesa|LA MESA, CA|07-11-2017
G420 Delivery Service|La Mesa|LA MESA, CA|07-11-2017
Budee|La Mesa|LA MESA, CA|07-11-2017
SoCal's Finest Flowers|La Mesa|SAN DIEGO, CA|07-11-2017
Timely Holistic Care|La Mesa|SAN DIEGO, CA|07-11-2017
Stoney Overnight Delivery - La Mesa|La Mesa|LA MESA, CA|07-11-2017
Tree House Collective|La Mesa|LA MESA, CA|07-11-2017
Green Cross Hydro|La Mesa|SAN CARLOS, CA|07-11-2017
M Delivers - La Mesa|La Mesa|SAN DIEGO, CA|07-11-2017
Luckys Health Group Delivery|La Mesa|LA MESA, CA|07-11-2017
Happy Greens|La Mesa|SAN DIEGO, CA|07-11-2017
Point Loma Patient Consumer Co-Op - Qualcomm|La Mesa|SAN DIEGO, CA|07-11-2017
PLATINUM RX EXPRESS|La Mesa|LA MESA, CA|07-11-2017
A Friend Indeed|La Mesa|SAN DIEGO, CA|07-11-2017
True Meds Delivery Incorporated|La Mesa|SAN DIEGO, CA|07-11-2017
Triple Crown Delivery|La Mesa|SAN DIEGO, CA|07-11-2017
Cali Kush House- La Mesa|La Mesa|LA MESA, CA|07-11-2017
Zoinks!|La Mesa|LA MESA, CA|07-11-2017
COLLECTIVE SOUL|La Mesa|SAN DIEGO, CALIFORNIA|07-11-2017
7 by 7|La Mesa|SAN DIEGO, CA.|07-11-2017
Black Dabbath|La Mesa|LA MESA, CA|07-11-2017
Lucie 41|La Mesa|LA MESA, CA|07-11-2017
San Diego Cannabis Club|La Mesa|SAN DIEGO, CA|07-11-2017
Quality Delivery - East|La Mesa|SAN DIEGO, CA|07-11-2017
The People's Medicine|La Mesa|SAN DIEGO, CA|07-11-2017
House Of Dank|La Mesa|LA MESA, CA|07-11-2017
A Friend Indeed|La Mesa|SAN DIEGO, CA|07-11-2017
Tree House Collective|La Mesa|LA MESA, CA|07-11-2017
Alpha Medic, Inc. - La Mesa|La Mesa|SAN DIEGO, CA|07-11-2017
GC Petals (2)|La Mesa|SAN DIEGO, CA|07-11-2017
Freedom Farmers|La Mesa|SAN DIEGO, CA|07-11-2017
Releaf Delivery|La Mesa|SAN DIEGO, CA|07-11-2017
Pleasant Plants|La Mesa|SAN DIEGO, CA|07-11-2017
Pretty Dank|La Mesa|LA MESA, CA|07-11-2017
San Diego Organics|La Mesa|SAN DIEGO, CA|07-11-2017
CHRON DON II|La Mesa|LA MESA, CA|07-11-2017
Kings Kannabis|La Mesa|LA MESA, CA|07-11-2017
Lucky Shamrock|La Mesa|LA MESA, CA|07-11-2017
Dabs on Dan|La Mesa|LA MESA, CA|07-11-2017
Gold Leaf Meds Delivery|La Mesa|SAN DIEGO, CA|07-11-2017
Pretty Dank|La Mesa|COLLEGE AREA, CA|07-11-2017
Fast Grass|La Mesa|SAN DIEGO, CA|07-11-2017
Green Smilez Delivery|La Mesa|LA MESA, CA|07-11-2017
Budzilla|La Mesa|LA MESA, CA|07-11-2017
Fast Grass|La Mesa|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - La Mesa|La Mesa|SAN DIEGO, CA|07-11-2017
Affordable Ounces & More|La Mesa|LA MESA, CA|07-11-2017
Healthcare Alternatives|La Mesa|SAN DIEGO, CA|07-11-2017
FreshBudsExpress|La Mesa|SAN DIEGO, CA|07-11-2017
Flash Buds - La Mesa|La Mesa|LA MESA, CA|07-11-2017
Weedbertos|La Mesa|SAN DIEGO, CA|07-11-2017
Budee|La Mesa|LA MESA, CA|07-11-2017
The Herbal Express|La Mesa|COLLEGE AREA (SDSU), CA|07-11-2017
Fresh SD|La Mesa|SAN DIEGO, CA|07-11-2017
Budzilla|La Mesa|LA MESA, CA|07-11-2017
Zoinks!|La Mesa|LA MESA, CA|07-11-2017
Zoinks!|La Mesa|LA MESA, CA|07-11-2017
FreshBudsExpress|La Mesa|LA MESA, CA|07-11-2017
G420 Delivery Service|La Mesa|LA MESA, CA|07-11-2017
Budee|La Mesa|LA MESA, CA|07-11-2017
SoCal's Finest Flowers|La Mesa|SAN DIEGO, CA|07-11-2017
Timely Holistic Care|La Mesa|SAN DIEGO, CA|07-11-2017
Stoney Overnight Delivery - La Mesa|La Mesa|LA MESA, CA|07-11-2017
Tree House Collective|La Mesa|LA MESA, CA|07-11-2017
Green Cross Hydro|La Mesa|SAN CARLOS, CA|07-11-2017
True Meds Delivery Incorporated|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Luckys Health Group Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Pakalolo Sunshine|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Releaf Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Global Greens|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Left Coast Collective - North Park|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Green Elevation Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
The Kush Remedy|Normal Heights/North Park|NORTHPARK, CA|07-11-2017
TigerLily Bakes|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Mr Speedy Delivery|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
29grams.com|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Special Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Club DAB|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
COLLECTIVE SOUL|Normal Heights/North Park|SAN DIEGO, CALIFONIA|07-11-2017
Chronic Therapy|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Cali Kush House -Normal Heights|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Quality Delivery - Central San Diego|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Dank Remedies (OPEN LATE)|Normal Heights/North Park|POINT LOMA, CA|07-11-2017
GC Petals (3)|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
BOGO BOYS|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Natural Wellness Foundation|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
San Diego Fire|Normal Heights/North Park|MISSION VALLEY, CA|07-11-2017
Freedom Medical Association|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Fast Grass|Normal Heights/North Park|MISSION VALLEY, CA|07-11-2017
Cali Kush House Express- North Park|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Fast Grass|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
A Friend Indeed|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Fast Grass|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Mom and Crops Collective MAC|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Chili Dog Deliveries|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Pretty Dank|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
San Diego Cannabis Club|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Lucky Shamrock|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Happy Greens|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Flash Buds|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
World Wide Weed|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
BOGO Boys - South Park|Normal Heights/North Park|SAN DIEGO, SAN DIEGO|07-11-2017
BOGO Boys - City Heights|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - Emerald Hills|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
San Diego Organics|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Budzilla - North Park|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Affordable Ounces & More|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Dharma Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
The Happier Co-Op|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Rural Meds|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Pleasant Plants|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Gold Leaf Meds Delivery|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
The People's Medicine|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
LULU EXPRESS|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Patriot Medical|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Stoney Overnight Delivery - Normal Heights / North Park|Normal Heights/North Park|NORMAL HEIGHTS, CA|07-11-2017
PoppySeed|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
True Meds Delivery Incorporated|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Luckys Health Group Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Pakalolo Sunshine|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Releaf Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Global Greens|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Left Coast Collective - North Park|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Green Elevation Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
The Kush Remedy|Normal Heights/North Park|NORTHPARK, CA|07-11-2017
TigerLily Bakes|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Mr Speedy Delivery|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
29grams.com|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Special Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Club DAB|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
COLLECTIVE SOUL|Normal Heights/North Park|SAN DIEGO, CALIFONIA|07-11-2017
Chronic Therapy|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Cali Kush House -Normal Heights|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Quality Delivery - Central San Diego|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Dank Remedies (OPEN LATE)|Normal Heights/North Park|POINT LOMA, CA|07-11-2017
GC Petals (3)|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
BOGO BOYS|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Natural Wellness Foundation|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
San Diego Fire|Normal Heights/North Park|MISSION VALLEY, CA|07-11-2017
Freedom Medical Association|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Fast Grass|Normal Heights/North Park|MISSION VALLEY, CA|07-11-2017
Cali Kush House Express- North Park|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Fast Grass|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
A Friend Indeed|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Fast Grass|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Mom and Crops Collective MAC|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Chili Dog Deliveries|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Pretty Dank|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
San Diego Cannabis Club|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Lucky Shamrock|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Happy Greens|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Flash Buds|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
World Wide Weed|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
BOGO Boys - South Park|Normal Heights/North Park|SAN DIEGO, SAN DIEGO|07-11-2017
BOGO Boys - City Heights|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Fast and Friendly - (Open Late) - Emerald Hills|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
San Diego Organics|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Budzilla - North Park|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Affordable Ounces & More|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Dharma Delivery|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
The Happier Co-Op|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Rural Meds|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Pleasant Plants|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Gold Leaf Meds Delivery|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
The People's Medicine|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
LULU EXPRESS|Normal Heights/North Park|SAN DIEGO, CA|07-11-2017
Patriot Medical|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Stoney Overnight Delivery - Normal Heights / North Park|Normal Heights/North Park|NORMAL HEIGHTS, CA|07-11-2017
PoppySeed|Normal Heights/North Park|NORTH PARK, CA|07-11-2017
Luckys Health Group Delivery|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Point Loma Patient Consumer Co-Op - National City|National City/Chula Vista|SAN DIEGO, CA|07-11-2017
Crown Collective - Chula Vista|National City/Chula Vista|SAN DIEGO, CA|07-11-2017
Community Green|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Special Delivery - Chula vista|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Mom and Crops Collective MAC|National City/Chula Vista|BONITA, CA|07-11-2017
$100.00 Oz|National City/Chula Vista|SAN DIEGO / OCEANSIDE, CA.|07-11-2017
A Healing Approach|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
True Meds Delivery Incorporated|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
A+ Deliveries|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Fast and Friendly - (Open Late) - National City|National City/Chula Vista|SAN DIEGO, CA|07-11-2017
Dank Remedies (OPEN LATE)|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Green Gold Delivery|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Westlake Providers|National City/Chula Vista|BONITA, CALIFORNIA|07-11-2017
United So-Cal Collective|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
BOGO BOYS|National City/Chula Vista|NATIONAL CITY, CA|07-11-2017
Lucie 41|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Alpha Medic, Inc - Chula Vista / National City|National City/Chula Vista|CHULA VISTA, SOUTH BAY SD|07-11-2017
Pacific Greens|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
OG Warehouse|National City/Chula Vista|SAN DIEGO, CA|07-11-2017
Private Reserve Deliveries|National City/Chula Vista|GASLAMP, CA|07-11-2017
Blue Dream Delivery Inc|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
The Private Reserve Lounge|National City/Chula Vista|GASLAMP, CA|07-11-2017
Dank Bud San Diego|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
San Diego Organics|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Meds on the Go|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
Drop Weed|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
The Chronic Meds|National City/Chula Vista|CHULA VISTA, CA|07-11-2017
FireHouse|National City/Chula Vista|SAN DIEGO, CA|07-11-2017
